ItemName,UnitName,TransactionDate,UnitPrice
Main Door Lock,Nos,12/9/2023,6100
Foam (Cut-Pcs),Nos,8/2/2022,50
Internal Door Lock,Nos,4/19/2023,1950
Internal Door Lock,Nos,10/7/2023,14350
Hinge (hydraulic),Nos,5/26/2025,85
Foam (Cut-Pcs),Nos,11/28/2021,60
Hinge (hydraulic),Nos,1/28/2023,142.5
Hinge (hydraulic),Nos,1/28/2023,142.5
Hinge (hydraulic),Nos,3/20/2025,416.25
Main Door Lock,Nos,5/11/2025,6500
Foam (Cut-Pcs),Nos,9/1/2021,60
Foam (Cut-Pcs),Nos,9/8/2021,60
"GI Nail 2""",Kg,7/25/2020,90
Araldite,Set,2/16/2020,1300
PU Primer Rich-Jen Epilux E 4 Zn,Gallon,2/16/2020,6880
"GI Nail 2""",Kg,2/16/2020,80
Hinge (hydraulic),Nos,10/13/2021,85
Hinge (hydraulic),Nos,6/20/2020,80
Hinge (hydraulic),Nos,7/1/2021,85
"5""X18"" SS Centralizer",Nos,12/21/2024,2000
Foam (Cut-Pcs),Nos,10/8/2024,30
Foam (Cut-Pcs),Nos,1/25/2024,30
"GI Nail 2""",Kg,1/22/2025,135
Foam (Cut-Pcs),Nos,3/10/2025,30
Foam (Cut-Pcs),Nos,7/31/2025,30
Foam (Cut-Pcs),Nos,7/7/2025,30
"GI Nail 2""",Kg,7/7/2025,135
"GI Nail 2""",Kg,10/13/2021,95
GI Wire 22,Kg,8/1/2022,130
Foam (Cut-Pcs),Nos,2/9/2022,60
GI Wire 22,Kg,10/19/2022,136
Main Door Lock,Nos,3/27/2023,3800
GI Wire 22,Kg,2/13/2023,136
Foam (Cut-Pcs),Nos,5/15/2022,50
Araldite,Set,11/11/2023,1650
Foam (Cut-Pcs),Nos,3/18/2022,60
"GI Nail 2""",Kg,9/5/2021,95
"Cutting Disc 4""",Nos,12/22/2021,14
"Hose Pipe Cotton 2""",Rft,12/22/2021,28
"Cutting Disc 4""",Nos,12/22/2021,15
"Cutting Disc 4""",Nos,12/22/2021,15
Desalt,Ltr,10/18/2016,370
Bricks Bangla,Nos,5/27/2021,9.25
Bricks Bangla,Nos,2/10/2022,9.75
Bricks Bangla,Nos,6/29/2021,9.5
Bricks Bangla,Nos,6/29/2021,9.25
Bricks Bangla,Nos,6/29/2021,9.5
Bricks Bangla,Nos,6/29/2021,9.25
Bricks Bangla,Nos,9/30/2021,9.5
Bricks Bangla,Nos,9/30/2021,9.5
Paint & Polish Work (job),Job,9/5/2021,336763
"Burmateak Ply  3/4"" (4'-0"" x 8'-0"")",Nos,10/3/2024,5415
"Burmateak Ply  3/4"" (4'-0"" x 8'-0"")",Nos,10/3/2024,5415
"Burmateak Ply  3/4"" (4'-0"" x 8'-0"")",Nos,11/6/2024,5415
"PVC Board 5mm(8'-0""x4'-0"")",Nos,11/10/2024,1016
"PVC Board 5mm(8'-0""x4'-0"")",Nos,1/8/2025,1040
"Burmateak Ply  3/4"" (4'-0"" x 8'-0"")",Nos,1/14/2025,5415
"Burmateak Ply  3/4"" (4'-0"" x 8'-0"")",Nos,1/14/2025,5415
"PVC Board 5mm(8'-0""x4'-0"")",Nos,4/6/2025,1045
"PVC Board 5mm(8'-0""x4'-0"")",Nos,4/6/2025,1040
"PVC Board 5mm(8'-0""x4'-0"")",Nos,8/4/2025,1000
"PVC Board 5mm(8'-0""x4'-0"")",Nos,8/4/2025,1000
"Burmateak Ply  3/4"" (4'-0"" x 8'-0"")",Nos,7/9/2025,5415
Drawer Unit,Nos,7/23/2022,12500
Drawer Unit,Nos,7/23/2022,12500
Steel Shutter,Sft,6/23/2021,505
"PVC Board 12 mm (4'-0"" x 8'-0"")",Pes,11/23/2021,3360
Steel Shutter,Sft,1/17/2021,420
"PVC Board 12 mm (4'-0"" x 8'-0"")",Pes,1/18/2021,3111
Steel Shutter,Sft,5/19/2021,500
Steel Shutter,Sft,5/19/2021,460
Steel Shutter,Sft,5/24/2021,460
Steel Shutter,Sft,5/30/2021,500
Steel Shutter,Sft,5/30/2021,460
Steel Shutter,Sft,5/30/2021,460
Steel Shutter,Sft,12/5/2021,505
Steel Shutter,Sft,4/3/2022,575
"PVC Board 12 mm (4'-0"" x 8'-0"")",Pes,9/19/2023,3035
Cup & Saucer Plus Bottle Separate Basket,Nos,7/14/2024,17925
Steel Shutter,Sft,4/11/2023,560
Steel Shutter,Sft,4/11/2023,597
Steel Shutter,Sft,4/11/2023,560
"PVC Board 12 mm (4'-0"" x 8'-0"")",Pes,1/2/2022,3360
"PVC Board 12 mm (4'-0"" x 8'-0"")",Pes,11/10/2024,2960
"GI Nipple 2""",Nos,11/9/2024,110
Sink Mixture,Nos,11/25/2020,43200
C.P Bush,Nos,10/23/2022,40
Sink waste,Nos,10/23/2022,250
"CPVC Tee  2""",Nos,1/8/2025,742.5
LED Panel light 6W,Nos,7/6/2020,300
LED Panel light 6W,Nos,7/6/2020,300
Coffee Grinder,Nos,1/13/2020,2836
"Screw Star 1"" (Nos)",Nos,11/23/2021,0.55
C.P Bush,Nos,12/21/2015,35
C.P Bush,Nos,12/21/2015,35
Furniture Repair,Job,3/18/2021,20500
Join Box,Nos,6/22/2022,283
CPVC glue (237 ml),Nos,10/10/2022,761.6
Industrial Plug Socket 32A,Nos,11/28/2022,270
Join Box,Nos,8/21/2022,430
Industrial Plug Socket 32A,Nos,8/1/2022,270
MCB 63A DP,Nos,10/22/2022,1072.5
CPVC glue (237 ml),Nos,10/22/2022,761.6
Join Box,Nos,10/30/2022,430
"UPVC Side Door Bend 4""",Nos,7/25/2023,175.2
Join Box,Nos,9/19/2022,430
MCB 10A SP,Nos,10/22/2022,270
Join Box,Nos,3/28/2023,430
MCB 63A DP,Nos,8/26/2023,1200
LED T5 tube light 2 feet,Nos,12/25/2021,250
Join Box,Nos,9/11/2023,435
Join Box,Nos,12/21/2022,430
Join Box,Nos,8/5/2023,435
Generator Servicing,Job,8/29/2022,42600
Join Box,Nos,12/6/2022,430
"GI R Socket 4"" x 2.5""",Nos,11/25/2015,390
CPVC glue (237 ml),Nos,5/16/2018,1423
CPVC glue (237 ml),Nos,6/20/2016,1015
"Screw 1.25""",Gros,6/20/2016,75
"Screw 1.5""",Gros,6/20/2016,130
Generator Servicing,Job,10/30/2016,93000
LED Panel light 6W,Nos,9/14/2020,370
"UPVC Offset Bend 6""",Nos,2/8/2014,1123
"uPVC Tee (6""x4"")",Nos,2/8/2014,790
"Cutting Disc 4""",Nos,12/4/2022,15
"Cutting Disc 4""",Nos,1/13/2022,15
Steel Bucket,Nos,1/13/2022,170
"Cutting Disc 4""",Nos,1/13/2022,13
Steel Bucket,Nos,1/13/2022,170
"Cutting Disc 4""",Nos,11/16/2022,14.5
"Cutting Disc 4""",Nos,6/22/2022,13
"Cutting Disc 4""",Nos,10/13/2021,15
"Cutting Disc 4""",Nos,10/13/2021,15
"Hose Pipe Cotton 2""",Rft,10/16/2021,28
"Cutting Disc 4""",Nos,8/1/2022,13
"Hose Pipe Cotton 2""",Rft,11/11/2021,28
"Cutting Disc 4""",Nos,2/9/2022,15
"Cutting Disc 4""",Nos,2/12/2022,13
"Cutting Disc 4""",Nos,10/19/2022,15
Stick Broom,Nos,6/29/2021,45
"Cutting Disc 4""",Nos,10/5/2021,15
"Cutting Disc 4""",Nos,8/6/2025,15
"Cutting Disc 4""",Nos,12/6/2023,15
Sutli,Kg,10/1/2024,100
"Cutting Disc 4""",Nos,1/14/2024,15
"Cutting Disc 4""",Nos,1/25/2024,15
"Cup Brush 7""",Nos,2/27/2024,430
"Cutting Disc 4""",Nos,2/27/2024,15
Sutli,Kg,2/27/2024,100
"Cutting Disc 4""",Nos,5/19/2024,15
"Cutting Disc 4""",Nos,9/10/2024,15
Sutli,Kg,1/22/2025,100
"Cutting Disc 4""",Nos,1/22/2025,15
"Cutting Disc 4""",Nos,10/30/2024,15
"Cutting Disc 4""",Nos,5/22/2025,15
"Cup Brush 7""",Nos,5/29/2025,330
Sutli,Kg,2/23/2025,110
"Cutting Disc 4""",Nos,2/24/2025,15
Sutli,Kg,2/24/2025,110
Sutli,Kg,3/20/2024,100
"Cup Brush 7""",Nos,6/25/2025,330
Sutli,Kg,6/25/2025,110
Sutli,Kg,6/26/2025,110
"Cutting Disc 4""",Nos,3/5/2025,15
"Cutting Disc 4""",Nos,9/25/2022,35
"Cutting Disc 4""",Nos,8/1/2022,13
"UPVC Side Door Bend 4""",Nos,2/8/2014,296
CPVC glue (237 ml),Nos,8/17/2024,761.6
Electric Oven,Nos,10/27/2016,84500
LED Panel light 6W,Nos,8/29/2022,420
LED Panel light  18W,Set,3/13/2021,400
Sink Mixture,Nos,7/3/2022,7505
MCB 16A SP,Nos,11/2/2022,196.1
LED Panel light 6W,Nos,11/9/2022,420
MCB 10A SP,Nos,11/2/2022,196.1
CPVC glue (237 ml),Nos,9/3/2024,761.6
LED Panel light 6W,Nos,9/9/2024,485
LED panel-light,Nos,9/9/2024,650
"CPVC Tee  2""",Nos,9/7/2015,468
Sink Mixture,Nos,1/25/2017,55900
Multi Socket (ENG),Nos,6/17/2025,1652
"CPVC Coupling 3/4""",Nos,1/26/2025,24.3
"UPVC Bend 1.5""",Nos,1/30/2025,16
"PVC Circular Box 3/4""",Nos,3/1/2021,15
Multi Socket (ENG),Nos,3/1/2021,150
"GI Nipple 1/2""",Nos,1/1/2025,23
"PVC Circular Box 3/4""",Nos,5/8/2025,12
"CPVC Elbow 1""",Nos,2/20/2025,63.9
"PVC Circular Box 3/4""",Nos,6/3/2025,12
"CPVC Elbow 1""",Nos,2/3/2025,63.9
"CPVC Elbow 1""",Nos,12/12/2023,56.95
"UPVC Y Tee 4""x 2""",Nos,12/13/2022,136
3 Pin Socket (13amp),Nos,10/8/2024,225
Cable Lux 4 RM,Nos,1/25/2024,2
MCB 32A TP,Nos,1/29/2024,1068
3 Pin Socket (13amp),Nos,1/29/2024,558
Multi-Socket,Nos,2/20/2024,210
"Flexible Pipe 3/8""",Rft,5/23/2024,3
"PVC Circular Box 3/4""",Nos,1/21/2025,32
Towel Rack,Nos,1/14/2025,14141
"PVC Circular Box 3/4""",Nos,2/24/2025,12
"CPVC Male Socket 2""",Nos,3/18/2024,2084.2
"CPVC Elbow 1""",Nos,3/18/2024,56.95
"UPVC Bend 1.5""",Nos,3/9/2025,21.14
"GI Nipple 1/2""",Nos,3/25/2025,30
"PVC Circular Box 3/4""",Nos,4/6/2025,32
"PVC Circular Box 3/4""",Nos,7/22/2025,32
3 Pin Socket (13amp),Nos,7/30/2025,220
Multi-Socket,Nos,9/7/2021,110
"GI Check Valve 1.5""",Nos,3/21/2021,1900
"32"" LED TV",Nos,4/6/2023,20148
"CPVC Male Socket 2""",Nos,2/3/2025,2691.9
Lightning Arrester,Nos,6/26/2022,227500
Basin Waste,Nos,4/13/2023,1314
Basin Waste,Nos,4/13/2023,1460
Towel Shelf with Bar,Nos,10/7/2023,17630
Washing machine,Nos,3/13/2025,142779
Multi Socket (ENG),Nos,9/5/2021,110
Basin Waste,Nos,1/17/2024,2044
"PVC Circular Box 3/4""",Nos,1/22/2025,32
3 Pin Socket (13amp),Nos,5/12/2025,220
"PVC Circular Box 3/4""",Nos,5/27/2025,12
"PVC Circular Box 3/4""",Nos,10/9/2024,11
3 Pin Socket (13amp),Nos,3/1/2025,220
MCB 32A TP,Nos,3/1/2025,1308.2
"PVC Circular Box 3/4""",Nos,5/8/2025,32
"CPVC Elbow 1""",Nos,7/22/2025,62.48
Basin Waste,Nos,12/29/2019,1800
"PVC Circular Box 3/4""",Nos,8/18/2021,15
Multi Socket (ENG),Nos,8/19/2021,110
"GI Tee 1.5 X 1/2""",Nos,12/18/2022,160
"GI Nipple 1/2""",Nos,12/18/2022,25
"PVC Circular Box 3/4""",Nos,10/16/2016,15
SDB Box,Nos,9/21/2022,800
Tissue Toilet Tissue,Nos,3/14/2024,18
Industrial Plug Socket 16A,Nos,9/11/2024,300
Generator Shifting,Job,11/15/2018,6000
A/C Copper Pipe,Rft,1/15/2020,300
"PVC Circular Box 1""",Nos,7/24/2016,9
Fan Box Steel,Nos,6/20/2016,100
"PVC Circular Box 1""",Nos,8/17/2016,18.33
Socket 13A 3pin,Nos,8/9/2020,720
LED flood light 10 W,Set,9/10/2020,900
"Cutting Disc 4""",Nos,4/11/2023,15
Desalt,Ltr,9/26/2021,370
Sutli,Kg,9/28/2021,135
"Cutting Disc 4""",Nos,7/25/2023,15
Thread Rod 10mm,Nos,7/25/2023,160
"Cutting Disc 4""",Nos,4/20/2022,13
Thread Rod 10mm,Nos,2/7/2023,170
"Cutting Disc 4""",Nos,8/31/2023,15
Screw (Gross),Gros,8/18/2024,200
Weather Coat Paint,Ltr,7/14/2024,590
Weather Coat Paint,Ltr,7/14/2024,515
Weather Coat Paint,Ltr,7/14/2024,525
Weather Coat Paint,Ltr,7/14/2024,525
Super Glue,Nos,11/4/2024,100
Super Glue,Nos,12/24/2023,80
Lamination Paper,Sft,12/24/2023,25
Super Glue,Nos,12/15/2024,100
Lamination Paper,Sft,5/19/2024,103.13
Super Glue,Nos,9/10/2024,100
Lamination Paper,Sft,8/25/2024,75
Lamination Paper,Sft,8/25/2024,100
Lamination Paper,Sft,8/25/2024,75
Lamination Paper,Sft,8/25/2024,103.12
Super Glue,Nos,5/12/2024,90
Screw (Gross),Gros,2/12/2025,200
"MS Reducer 3/4"" to 1/2""",Nos,12/8/2022,89
Screw (Gross),Gros,5/23/2023,150
Belcha (Steel),Nos,6/5/2023,300
Super Glue,Nos,10/8/2024,100
Lamination Paper,Sft,10/8/2024,34.38
Super Glue,Nos,9/30/2023,80
Super Glue,Nos,1/18/2024,90
Drill Bit 12mm,Nos,1/18/2024,200
Lamination Paper,Sft,1/18/2024,90.63
Lamination Paper,Sft,12/10/2023,90.63
Super Glue,Nos,2/20/2024,90
Lamination Paper,Sft,2/20/2024,91
Super Glue,Nos,10/17/2023,80
Screw (Gross),Gros,10/17/2023,425
Screw (Gross),Gros,10/17/2023,355
Screw (Gross),Gros,10/17/2023,210
"GI Nail 1""",Kg,10/17/2023,130
Screw (Gross),Gros,10/17/2023,65
Lamination Paper,Sft,3/24/2024,87.5
Track Light,Nos,10/19/2020,1050
Track Light,Nos,10/19/2020,1800
"PVC Circular Box 1""",Nos,8/18/2021,18.36
"PVC Circular Box 1""",Nos,10/16/2016,18.33
Track Light,Nos,10/13/2021,800
Track Light,Nos,5/30/2021,1050
Fan Box Steel,Nos,1/7/2017,100
Socket 13A 3pin,Nos,9/11/2022,358
"PVC pipe 12""",Rft,10/22/2024,1706.68
"5"" PVC filter",Feet,10/22/2024,392.56
Track Light,Nos,2/22/2021,1000
"CPVC Socket 1.5""",Nos,5/28/2025,130.24
"CPVC Socket 1.5""",Nos,7/1/2025,130.24
"CPVC Pipe 1""",Rft,5/12/2016,82
Installation Work for Swimming Pool Equipment,Pakage,10/22/2014,208000
Socket 13A 3pin,Nos,12/14/2015,275
Meter Three Phase,Nos,1/15/2023,6000
Meter Three Phase,Nos,8/28/2016,18000
"Cpvc Brass Threaded Female Elbow 1/2""x 3/4""",Nos,2/20/2020,158
"CPVC female adaptor 2""",Nos,9/7/2015,2050
Dryer,Nos,1/19/2017,72500
Socket 13A 3pin,Nos,8/21/2022,550
Socket 13A 3pin,Nos,10/27/2020,350
"CPVC Pipe 1""",Rft,7/8/2013,66
"CPVC 2.5"" Plain Socket-1",Nos,7/8/2013,762.4
Socket 13A 3pin,Nos,6/2/2014,400
Socket 13A 3pin,Nos,4/5/2022,1144
Socket 13A 3pin,Nos,4/5/2022,424
MCB 63A TP,Nos,1/18/2022,5800
Socket 13A 3pin,Nos,7/29/2013,345
"PVC Circular Box 1""",Nos,4/12/2022,13.77
Hand Dryer,Nos,4/19/2022,94875
Socket 13A 3pin,Nos,9/1/2022,358
"CPVC Pipe 1""",Rft,6/19/2017,82
Cpvc Bushing 1'' x 3/4'',Nos,6/19/2017,36
"CPVC Pipe 1""",Rft,11/26/2014,82
A/C Copper Pipe,Rft,1/16/2017,300
MCB 63A TP,Nos,7/24/2022,3480
Meter Three Phase,Nos,7/28/2022,6300
A/C Copper Pipe,Rft,5/31/2017,300
"PVC Circular Box 1""",Nos,2/10/2022,18.36
A/C Copper Pipe,Rft,11/23/2021,301
"Grating SS 4"" dia",Nos,11/14/2013,750
Meter Three Phase,Nos,12/9/2013,40000
A/C Copper Pipe,Rft,5/11/2022,320
A/C Copper Pipe,Rft,5/25/2022,310
LED spot light,Nos,3/1/2025,4000
LED spot light,Nos,3/1/2025,5550
"CPVC Ball value 2""",Nos,3/18/2024,2742.95
Solvent Cement,Nos,3/2/2025,285.26
Solvent Cement,Nos,3/9/2025,281.94
Circuit Breaker 25A SP,Nos,12/27/2022,266.5
Glass shelf,Nos,12/17/2023,2772
LED spot light,Nos,6/9/2024,3900
LED spot light,Nos,6/13/2024,875
Video Door Phone,Set,8/17/2024,24000
"CPVC Ball value 2""",Nos,1/11/2024,2108
Weilding Holder 500 Amp,Cft,4/16/2025,350
"GI Socket 1.5""",Nos,5/12/2025,85
Plastic Bucket,Nos,2/11/2024,120
Solvent Cement,Nos,4/29/2024,361.62
Switch 20A DP,Nos,12/3/2022,660
"Cpvc Brass Threaded male adaptor 2""",Nos,12/3/2023,2542
Video Door Phone,Set,12/9/2023,11000
Video Door Phone,Set,2/25/2024,24000
Video Door Phone,Set,6/4/2024,24000
Video Door Phone,Set,11/20/2024,20000
"CPVC 1"" Elbow",Nos,7/23/2023,56.95
Solvent Cement,Nos,6/26/2025,281.94
Solvent Cement,Nos,7/25/2023,361.62
LED spot light,Nos,12/23/2021,900
"GI Nipple 1.25""",Nos,1/18/2024,70
LED spot light,Nos,3/14/2022,650
Solvent Cement,Nos,11/28/2022,361.62
"UPVC elbow 12""",Nos,9/28/2022,3940.1
Solvent Cement,Nos,3/27/2022,420
Video Door Phone,Set,8/18/2016,14900
"Rubber insulation ( inside dia 3/4"")",Rft,6/27/2022,23.5
"Rubber insulation ( inside dia 3/4"")",Rft,4/6/2023,15.72
"Rubber insulation ( inside dia 3/4"")",Rft,2/7/2023,26.11
"Rubber insulation ( inside dia 3/4"")",Rft,9/12/2023,26.54
"Rubber insulation ( inside dia 3/4"")",Rft,10/23/2024,29
"Rubber insulation ( inside dia 3/4"")",Rft,12/10/2023,38.83
"Rubber insulation ( inside dia 3/4"")",Rft,4/2/2024,15
"Rubber insulation ( inside dia 3/4"")",Rft,10/21/2024,25
Gypsum False Ceiling (Sft),Sft,10/23/2024,35
"Rubber insulation ( inside dia 3/4"")",Rft,12/17/2024,29
"Rubber insulation ( inside dia 3/4"")",Rft,10/19/2016,17
Supply and fitting fixing of ACP work,Sft,6/6/2021,125
Supply and fitting of 10mm tempered shower enclosure glass door with all accessories,Nos,9/1/2019,23500
Supply and fitting fixing of 6mm clear Glass with Accessories,Sft,5/19/2021,350
"Supply, fitting and fixing of 5mm crystal mirror with edge finishing",Sft,6/6/2023,394.45
"Supply, fitting and fixing of 5mm crystal mirror with edge finishing",Sft,4/2/2022,315
"Supply, fitting and fixing of 5mm crystal mirror with edge finishing",Sft,11/24/2020,320
Supply and fitting of 10mm tempered shower enclosure glass door with all accessories,Nos,11/26/2020,23500
"Supply, fitting and fixing of 5mm crystal mirror with edge finishing",Sft,11/26/2020,320
Supply and fitting of 10mm tempered shower enclosure glass door with all accessories,Nos,3/3/2016,23500
Split AC (3 Ton),Nos,2/19/2015,187500
"Rubber insulation ( inside dia 3/4"")",Rft,3/7/2015,18
Supply and fitting of Aluminium Fixed Louver,Sft,12/27/2015,405
"Rubber insulation ( inside dia 3/4"")",Rft,1/8/2024,38.83
"Rubber insulation ( inside dia 3/4"")",Rft,4/9/2023,15.3
Cassette Type AC (2.5 Ton),Nos,11/26/2022,161000
Split AC (3 Ton),Nos,1/12/2023,208000
Split AC (3 Ton),Nos,6/5/2023,208000
"Supply, fitting and fixing of 5mm crystal mirror with edge finishing",Sft,6/19/2022,315
Split AC (3 Ton),Nos,3/11/2023,205000
"Rubber insulation ( inside dia 3/4"")",Rft,9/25/2016,17
Supply and fitting of 10mm tempered shower enclosure glass door with all accessories,Nos,6/11/2016,23500
Supply and fitting of 10mm tempered shower enclosure glass door with all accessories,Nos,1/12/2017,23500
Split AC (3 Ton),Nos,8/25/2016,177000
Split AC (3 Ton),Nos,9/1/2016,177000
"Rubber insulation ( inside dia 3/4"")",Rft,2/19/2025,30
"PVC Board 12 mm (4'-0"" x 8'-0"")",Pes,11/10/2024,2960
"PVC Board 12 mm (4'-0"" x 8'-0"")",Pes,11/20/2024,2960
"PVC Board 12 mm (4'-0"" x 8'-0"")",Pes,6/28/2025,2850
"PVC Board 12 mm (4'-0"" x 8'-0"")",Pes,2/3/2025,2960
"PVC Board 12 mm (4'-0"" x 8'-0"")",Pes,6/6/2023,3035
"PVC Board 12 mm (4'-0"" x 8'-0"")",Pes,4/6/2022,3070
"PVC Board 12 mm (4'-0"" x 8'-0"")",Pes,11/28/2021,3360
"PVC Board 12 mm (4'-0"" x 8'-0"")",Pes,6/1/2025,2850
"PVC Board 12 mm (4'-0"" x 8'-0"")",Pes,6/9/2022,3035
"PVC Board 12 mm (4'-0"" x 8'-0"")",Pes,9/3/2024,3035
"PVC Board 12 mm (4'-0"" x 8'-0"")",Pes,9/3/2024,3035
Steel Shutter,Sft,3/14/2017,490
Steel Shutter,Sft,4/24/2021,450
Steel Shutter,Sft,5/18/2021,440
Steel Shutter,Sft,5/19/2021,460
Steel Shutter,Sft,10/5/2021,505
Steel Shutter,Sft,10/5/2021,490
"PVC Board 12 mm (4'-0"" x 8'-0"")",Pes,2/12/2025,2960
"PVC Board 12 mm (4'-0"" x 8'-0"")",Pes,12/12/2023,3035
"PVC Board 12 mm (4'-0"" x 8'-0"")",Pes,6/1/2023,3035
Steel Shutter,Sft,5/15/2024,590
Steel Shutter,Sft,5/15/2024,590
Steel Shutter,Sft,5/15/2024,580
Steel Shutter,Sft,9/1/2024,905
"PVC Board 12 mm (4'-0"" x 8'-0"")",Pes,1/14/2025,2960
Steel Shutter,Sft,3/1/2025,640
Steel Shutter,Sft,3/20/2024,580
"PVC Board 12 mm (4'-0"" x 8'-0"")",Pes,3/25/2025,2960
"PVC Board 12 mm (4'-0"" x 8'-0"")",Pes,4/15/2025,2850
"PVC Board 12 mm (4'-0"" x 8'-0"")",Pes,5/23/2022,3070
Steel Shutter,Sft,9/20/2022,595
Steel Shutter,Sft,10/22/2022,595
Bricks (General) M/M,Nos,9/24/2023,18.7
Bricks (General) M/M,Nos,10/4/2023,18.7
Bricks (General) M/M,Nos,2/19/2023,14.2
Bricks (General) M/M,Nos,2/23/2023,14.2
Bricks (General) M/M,Nos,2/28/2023,18.7
Bricks (General) M/M,Nos,8/12/2023,18.7
Bricks (General) M/M,Nos,2/1/2024,18.2
Bricks (General) M/M,Nos,1/16/2023,14.2
Bricks (General) M/M,Nos,11/26/2023,18.7
Bricks (General) M/M,Nos,12/11/2023,18.7
LED light-set 30w,Set,8/24/2016,3500
"CPVC Ball value 2""",Nos,9/7/2015,3200
CPVC Male  Adapter 2'',Nos,10/10/2015,2312
"CPVC Ball value 2""",Nos,9/1/2015,3200
Switch 20A DP,Nos,7/13/2014,650
LED spot light,Nos,1/20/2020,900
LED spot light,Nos,1/20/2020,900
Switch 20A DP,Nos,8/21/2022,450.5
Ceiling Rose,Nos,8/21/2022,35.28
"Saddle Clamp 3/4""",Nos,8/21/2022,2.3
"Cable Tie 4""",Pkt,6/28/2016,35
Solvent Cement,Nos,6/24/2016,750
Solvent Cement,Nos,7/7/2015,750
CPVC Male  Adapter 2'',Nos,10/28/2020,3359
"CPVC Ball value 2""",Nos,7/8/2013,2624
"CPVC 1"" Elbow",Nos,7/8/2013,62.4
"CPVC 1.5"" x 2"" Brass coupling",Nos,7/8/2013,190.4
Plastic Bucket,Nos,7/9/2013,140
LED light-set 30w,Set,9/14/2013,8500
Switch 20A DP,Nos,6/2/2014,650
Switch 20A DP,Nos,6/16/2014,650
Switch 20A DP,Nos,7/13/2014,650
SDB Box Telephone,Nos,1/30/2014,4300
"Saddle Clamp 3/4""",Nos,3/12/2014,8
Switch 1 Gang,Nos,3/7/2020,450
"GI Non Return Valve 2""",Nos,9/1/2020,2400
"PVC Socket 3/4""",Nos,4/18/2021,4
Switch 1 Gang,Nos,7/13/2016,160
"PVC Pipe 1/2""",Rft,10/19/2016,5
"PVC Socket 3/4""",Nos,2/9/2021,4
Shower Rain,Nos,8/10/2021,22500
"Screw Star 5/8""",Nos,6/28/2016,0.3
"Screw 3/4""",Gros,10/18/2014,45
"CPVC Pipe 1.25""",Rft,7/7/2020,135
"CPVC 1"" Ball Valve",Nos,7/7/2020,820
"CPVC Female Coupling 1/2""x 3/4""",Nos,7/7/2020,192
Cable 1.5 rm BYA,Coil,3/6/2021,2022
Switch 1 Gang,Nos,12/17/2020,195
Screen Making & Fitting,Sft,10/7/2015,369.27
MS Sliding Grill,Sft,10/16/2019,275
Screen Making & Fitting,Sft,9/1/2019,316.25
Screen Making & Fitting,Sft,9/1/2019,295.61
Screen Making & Fitting,Sft,9/1/2019,288.93
MS Sliding Grill,Sft,1/10/2019,275
Reinforcement work for Fair-face work,Kg,1/24/2019,5.28
Supply and fitting fixing of MS ladder,Nos,5/19/2019,22596
Supply and fitting fixing of MS ladder,Nos,12/7/2020,7746
MS Speed Breaker Making,Nos,12/7/2020,34985
MS Sliding Grill,Sft,3/9/2016,250
Screen Making & Fitting,Sft,12/19/2016,220.88
MS Sliding Grill,Sft,12/22/2016,250
MS Sliding Grill,Sft,11/18/2015,250
MS Sliding Grill,Sft,6/14/2016,250
"Civil Work at 8th floor including Casting, rebar binding, shuttering, plaster etc. all complete",Sft,1/12/2021,178.5
MS Plate Supply and Fitting Work,Job,5/5/2016,21266
"RCC casting by on site making concrete in slab, Beam, lintel, stair, retaining wall etc etc",Cft,5/20/2019,23
RCC casting by ready mixed concrete using pump,Cft,5/20/2019,8
MS Sliding Grill,Sft,5/13/2015,250
MS Railing making and fitting by MS plate (job),Job,11/22/2015,9251.48
MS Sliding Grill,Sft,5/27/2015,250
MS Plate Supply and Fitting Work,Job,4/13/2016,1514.8
MS Safety Grill Making & Fitting by MS Net,Sft,4/26/2015,157.68
MS Speed Breaker Making,Nos,4/7/2015,4527.7
"RCC casting by on site making concrete in slab, Beam, lintel, stair, retaining wall etc etc",Cft,12/31/2018,23
Making & fitting-fixing of boundary fencing (Sft),Sft,11/24/2020,77.07
MS Sliding Grill,Sft,11/9/2016,250
MS Sliding Grill,Sft,6/16/2016,250
RCC casting by ready mixed concrete using pump,Cft,5/30/2021,8.53
RCC casting by ready mixed concrete using pump,Cft,5/30/2021,8.53
Renovation Work,Job,4/17/2024,19430
MS Sliding Grill,Sft,2/15/2022,280
Renovation Work,Job,9/18/2024,374476
Renovation Work,Job,9/18/2024,62230
Renovation Work,Job,9/18/2024,25896
Renovation Work,Job,7/29/2024,128620
Safety Canopy Making,Sft,5/20/2015,27.72
"Civil Work at 5th floor including Casting, rebar binding, shuttering, plaster etc. all complete",Sft,7/18/2020,159.5
Single layer brick flat soling,Sft,7/19/2020,1.81
Adhesive (conmix),Bag,9/30/2013,675
Adhesive (conmix),Bag,11/20/2014,700
"Tiles (Mosaic, Code- BayTM/MD/0013) 12""x12""",Sft,11/28/2017,382
Adhesive (conmix),Bag,8/21/2014,650
Adhesive (conmix),Bag,11/13/2014,675
Adhesive (conmix),Bag,4/23/2019,500
Adhesive (conmix),Bag,5/14/2019,890
Adhesive (conmix),Bag,5/19/2014,650
Adhesive (conmix),Bag,4/9/2019,510
Adhesive (conmix),Bag,11/9/2015,650
Adhesive (conmix),Bag,12/31/2017,680
